OC,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,DEM,SLOPE,ASPECT,evi,ssm,minimum_2m_air_temperature_median,mean_2m_air_temperature_median,maximum_2m_air_temperature_median,v_component_of_wind_10m_median,total_precipitation_median,LU1_Desc,DOMSOI,GPS_LONG,GPS_LAT
16.1,447,529,678.5,889.5,1090.5,1437.5,1596.5,1730.5,1852.5,1842,2258.5,1522.5,460,5.0877852,180,0.395801571,19.9459,280.49716,286.32172,292.62634,0.07006872,0.0000219,Agriculture (excluding fallow land and kitchen gardens),Lo,24.07039102,43.00218116
23.7,423,658,932.5,1146.5,1596.5,2113.5,2346.5,2511.5,2692,2684.5,3415.5,2301,493,2.5363567,90,0.291174427,16.969381,280.64642,286.70764,292.50497,0.17069167,0.0000502,Agriculture (excluding fallow land and kitchen gardens),Lo,24.82943293,43.03989628
22.5,507,730,888,1026,1529,2381,2604,2626,2943,2568,3025,1897,345,5.3021245,45.756104,0.578535495,16.730145,280.64642,286.70764,292.50497,0.17069167,0.0000502,Fallow land,Lo,24.9636476,43.07503788
21.8,633,763,1023,1387,1705,1946,2096,2150,2306,2398,3022,2017,387,4.8706517,319.45203,0.155176117,16.730145,280.84793,286.62738,292.65613,0.042164795,0.0000582,Agriculture (excluding fallow land and kitchen gardens),Lo,25.01189622,43.06786833
16,557,617,971,1162,1515,1636,1776,1854,2034,2239,2735,1947,234,3.3039305,348.94482,0.24327325,10.074177,280.84793,286.62738,292.65613,0.042164795,0.0000582,Agriculture (excluding fallow land and kitchen gardens),Lo,25.12327293,43.01456483
14.9,257,325,417,511,926,1453,1794,1522,2073,1853,1484,793,351,6.7334423,343.69168,0.330145017,18.994677,279.77426,285.18713,291.03772,-0.19693181,0.0000647,Semi-natural and natural areas not in use,Lo,25.19656256,42.91186861
14.1,893,1424,2008,2733,3148,3369,3611,3743,4017,3765,3337,2148,370,2.5767603,259.63892,0.138422333,16.657223,281.1103,286.62094,292.4861,-0.039588135,0.0000609,Agriculture (excluding fallow land and kitchen gardens),Lo,25.44566213,43.00231888
13.7,428,807,1198,1548,1766,2430,2690,3014,3082,2512,3103,1995,349,6.4952874,5.5717063,0.286773313,18.677727,280.59128,285.52197,291.09613,-0.29454535,0.0000321,Agriculture (excluding fallow land and kitchen gardens),Lo,25.8016844,42.92868595
16.7,491,536,754,793,1253,1753,1929,2158,2222,2384,2538,1832,447,4.214175,351.3445,0.453241538,20.501774,280.7905,285.81964,291.05872,-0.025742454,0.000027,Agriculture (excluding fallow land and kitchen gardens),Lo,26.43317296,43.12143097
12.7,338,470,746,925,1435,1684,1872,2154,2068,1678,2392,1588,303,2.2459264,34.359905,0.297413489,18.894024,280.7064,285.77383,290.90933,-0.27525154,0.0000307,Fallow land,Lo,26.60040167,43.00205547
11.1,603,696,963,1254,1682,2229,2424,2557,2746,2800,3487,2269,265,2.6419873,151.28531,0.236125474,18.304909,280.7064,285.77383,290.90933,-0.27525154,0.0000307,Agriculture (excluding fallow land and kitchen gardens),Lo,26.67881378,43.09941807
10.2,252.5,326,415.5,711.5,1018,1386.5,1635.5,2008,2096,2135,2037.5,1255.5,416,2.3174627,0,0.247994165,16.441248,280.5269,285.13608,290.1151,-0.74904174,0.0000288,Forestry,Lo,26.72282394,42.81621138
11.8,701,779.5,1058,1478.5,1720.5,1897.5,2065,2176,2361.5,2422,3525.5,2392.5,390,2.110075,63.937275,0.128698225,16.441248,280.31543,285.5737,290.52335,-0.6583983,0.0000357,Agriculture (excluding fallow land and kitchen gardens),Lo,26.77068833,42.80821332
9.8,475,611,835,1118,1409.5,2003.5,2257,2190,2631,2946,2951.5,1813.5,279,2.2459135,214.35942,0.240851064,19.317348,280.59763,285.6507,290.5726,-0.46899897,0.0000355,Agriculture (excluding fallow land and kitchen gardens),Lo,26.82662414,43.00121544
9.5,610,878,1127,1557.5,1852,2133.5,2307,2495.5,2691,2772,3674.5,2429.5,196,2.6408367,331.331,0.199036059,14.722983,280.53098,285.89157,291.00208,-0.69074845,0.0000292,Agriculture (excluding fallow land and kitchen gardens),Lo,27.14880176,42.98352768
11.2,484,592,793,967,1431,1894,2057,2193,2356,2318,2991,1924,139,6.5364757,50.524113,0.289268152,15.590475,280.53098,285.89157,291.00208,-0.69074845,0.0000292,Agriculture (excluding fallow land and kitchen gardens),Lo,27.21028663,42.93617683
6.8,664,782,1097,1548,1832,2071,2232,2384,2514,2551,3694,2851,574,1.5218188,203.93896,0.30762627,14.595087,278.09314,284.80997,290.5528,-0.32393542,0.0000337,Fallow land,Bd,23.80457832,41.33766748
16.9,338,577,859,965,1322,1833,2065,2480,2407,1802,2220,1429,634,3.763485,10.146452,0.42710785,24.428486,277.2236,281.1009,286.87433,0.17179582,0.000616,Agriculture (excluding fallow land and kitchen gardens),Be,24.94880074,45.69606885
17.7,439.5,539.5,839.5,975,1458.5,2195.5,2476.5,2715,2836.5,2651,3172.5,1921,732,1.9418392,44.260128,0.464910058,19.188078,274.9516,278.93036,283.36118,0.21767433,0.00091,Agriculture (excluding fallow land and kitchen gardens),Be,25.43635054,46.83459234
10.7,238,650,919,1031,1537,2486,2742,2812,3019,3309,2773,1754,480,3.5233867,311.09174,0.366731141,22.653486,279.01947,284.1197,289.81006,0.18998732,0.0003,Agriculture (excluding fallow land and kitchen gardens),Be,25.15027837,45.75868967
8.7,315,438.5,594.5,817.5,1082,1335.5,1531.5,1813,1845.5,1733.5,2377,1516,497,7.7784576,249.175,0.321133517,21.675274,279.01947,284.1197,289.81006,0.18998732,0.0003,Agriculture (excluding fallow land and kitchen gardens),Be,25.21079366,45.7865585
27.4,426.5,578.5,735,1108,1421.5,1756,1945.5,2193.5,2337,2114.5,2580,1642,573,3.9343832,340.3011,0.23791695,23.805075,277.2856,281.5197,286.88394,0.1409114,0.000468,Semi-natural and natural areas not in use,Be,25.21604494,45.71253526
14.5,443,563,779,994,1387,2003,2273,2294,2620,2602,2888,1941,444,1.8543341,0,0.306155334,16.472208,278.38055,283.09784,288.57837,-0.17291488,0.000349,Fallow land,Be,25.32694775,46.00779705
22.7,332,477,828.5,1233.5,1660,2042.5,2285.5,2471.5,2715.5,2923.5,2804.5,1877.5,774,0.81994843,235.56018,0.182606004,17.951473,275.09372,279.60297,284.90515,-0.022301577,0.000556,Agriculture (excluding fallow land and kitchen gardens),Be,25.55912458,46.70678237
17.1,553.5,756.5,1149.5,1429,1929.5,2470,2755,2832.5,3106,3088,3028,2188.5,515,1.3340874,90,0.147466599,16.472208,278.31192,283.6195,289.37708,-0.056304816,0.000351,Agriculture (excluding fallow land and kitchen gardens),Be,25.36749585,45.9652423
63.2,481.5,601.5,905.5,1111,1535,2232.5,2501.5,2831.5,2902.5,3062,3017.5,1844,1425,18.23315,152.1915,0.357400202,21.699348,274.89792,279.04556,284.10428,0.16745989,0.000801,Agriculture (excluding fallow land and kitchen gardens),Be,25.61119016,46.7907887
17.7,176.5,284,468,580.5,860,1244,1409,1507,1667.5,1371,1544,1002,550,3.9819088,90,0.34252248,21.18128,278.31192,283.6195,289.37708,-0.056304816,0.000351,Agriculture (excluding fallow land and kitchen gardens),Be,25.38760439,45.76076244
17.9,400.5,601.5,840,1111,1591,2046.5,2303.5,2453.5,2685.5,2678.5,3671.5,2330,574,3.4219131,35.691837,0.285854755,17.610592,277.68887,283.2725,289.13544,-0.24245031,0.000355,Agriculture (excluding fallow land and kitchen gardens),Be,25.50412523,45.89020306
21.7,391.5,693.5,999.5,1137.5,1904.5,2924,3171,3323,3558.5,3577.5,3392.5,2111,991,16.278131,284.44577,1.846153846,19.825445,275.09372,279.60297,284.90515,-0.022301577,0.000556,Agriculture (excluding fallow land and kitchen gardens),Be,25.71755715,46.61014637
28.3,427,453,625,680,1133,1617,1815,1934,2045,2181,2615,1785,500,0.46373534,180,0.591412742,17.381432,277.68887,283.2725,289.13544,-0.24245031,0.000355,Fallow land,Be,25.54925457,45.77355935
18.6,770.5,883,939.5,948,1324.5,1744.5,1939.5,2170,2194,1741,1913,1218,591,7.862133,4.837336,2.223515716,14.552477,277.68887,283.2725,289.13544,-0.24245031,0.000355,Agriculture (excluding fallow land and kitchen gardens),Be,25.6057618,45.96679724
10.4,381.5,450,540,693.5,1093.5,1418.5,1660,1784,2031,2359,2334.5,1480.5,584,7.41076,259.24066,0.287187903,17.252264,277.68887,283.2725,289.13544,-0.24245031,0.000355,Forestry,Be,25.64555455,45.83255717
20.4,436,587,810,925,1424,2130,2357,2701,2767,2840,2540,1511,1120,10.949945,326.79227,0.58294863,18.869404,274.978,279.6152,285.2143,0.13565499,0.000424,Agriculture (excluding fallow land and kitchen gardens),Be,25.86588564,46.56973449
21.5,737,755,893,777,1170,2008,2246,2281,2387,2393,1438,1056,1018,13.9405775,41.41334,2.575558476,20.147867,275.59634,280.45923,285.37015,0.14661698,0.000435,Forestry,Be,25.90942269,46.36146097
18.6,625,688.5,930,1125,1363.5,1627,1786.5,2112,2007.5,2144.5,2964.5,2389.5,561,1.3329786,90,0.285492113,16.283636,277.22385,282.48972,287.90408,-0.09228697,0.000361,Agriculture (excluding fallow land and kitchen gardens),Be,25.80307593,45.91896951
69.2,226,368,568.5,745,1090,1648,1863,2065,2199,2295,2244.5,1432,502,0,0,0.357619683,21.299683,277.62607,282.12027,287.54413,0.04865466,0.00036,Agriculture (excluding fallow land and kitchen gardens),Be,25.77633074,45.7396134
32.3,344.5,519.5,699.5,810,1030,1643,1716,1935,1851,2332,2008.5,1487,501,0.8105847,304.895,0.279583875,18.205147,277.22385,282.48972,287.90408,-0.09228697,0.000361,Agriculture (excluding fallow land and kitchen gardens),Be,25.78670384,45.77472721
11.3,613,760,1073,1282,1623,1799,1981,2068,2195,2325,2869,2168,537,1.6214972,55.12109,0.296007508,19.083704,277.22385,282.48972,287.90408,-0.09228697,0.000361,Agriculture (excluding fallow land and kitchen gardens),Be,25.92853064,45.80828988
10.4,466.5,623,943,1248.5,1518.5,2313,2487,2129.5,2664,3571,2563,1870.5,539,5.621334,250.79614,0.295572103,19.083704,277.22385,282.48972,287.90408,-0.09228697,0.000361,Agriculture (excluding fallow land and kitchen gardens),Be,25.93902395,45.84338366
14.5,415,521,821,865,1412,1928,2166,2234,2514,2402,2712,2077,536,1.1415845,144.32634,0.341301291,14.218929,277.22385,282.48972,287.90408,-0.09228697,0.000361,Agriculture (excluding fallow land and kitchen gardens),Be,25.99479461,45.85323768
26.8,647,695,783,738,1073,1758,1939,2121,2186,2195,1456,899,667,9.150871,307.0817,3.333333333,16.779167,276.127,280.7532,286.37958,0.017403781,0.000304,Agriculture (excluding fallow land and kitchen gardens),Be,26.11042602,46.14750266
13.3,348,506.5,824,978.5,1328.5,1805,1983,2097.5,2216.5,2689.5,2717,2065,601,4.373966,197.7564,0.3528244,14.2520075,276.127,280.7532,286.37958,0.017403781,0.000304,Agriculture (excluding fallow land and kitchen gardens),Be,26.1090529,46.05595937
14.9,478.5,574.5,787,1003,1247.5,1907.5,2125.5,2200,2384.5,2716.5,2848.5,2130,568,0.8131463,235.23082,0.335120643,14.2520075,276.127,280.7532,286.37958,0.017403781,0.000304,Agriculture (excluding fallow land and kitchen gardens),Be,26.12904738,46.03454317
23.7,429,499,759,920,1083,1412,1473,1906,1837,1529,2202,1477,542,0.6668266,270,0.206883925,15.2005005,276.604,282.1378,287.45764,0.07031609,0.000373,Agriculture (excluding fallow land and kitchen gardens),Be,26.15296623,45.93910612
16.8,384,617,885,985,1457,1758,1920,2106,2216,2200,2651,1729,564,0.46373534,180,0.28695511,20.706467,276.127,280.7532,286.37958,0.017403781,0.000304,Agriculture (excluding fallow land and kitchen gardens),Be,26.17970137,46.02675928
23.5,317,392,546,589,951,1310,1429,1660,1660,1707,2029,1315,599,1.1432962,144.207,0.541436464,19.983435,276.127,280.7532,286.37958,0.017403781,0.000304,Agriculture (excluding fallow land and kitchen gardens),Be,26.2011706,46.09687125
18.8,362,675.5,1027,1292.5,1792.5,2349,2566,2679.5,2938,3054,3429.5,2311,559,1.4123582,289.16452,0.382256134,20.706467,276.604,282.1378,287.45764,0.07031609,0.000373,Agriculture (excluding fallow land and kitchen gardens),Be,26.2142416,45.96637006
38.8,862,975,1269,1359,1815,2628,2977,3104,3277,3290,3319,2262,668,13.8653555,299.46313,0.304081913,7.6106215,284.49945,289.3956,294.50113,-0.53189594,0.00000908,Agriculture (excluding fallow land and kitchen gardens),Lc,22.86972992,37.73092128
12.6,534.5,578,795,953.5,1408.5,2082,2269,2397,2633,2801.5,3152,1952.5,42,6.1259756,11.372334,0.270747915,25.4,287.11298,290.32034,292.7104,0.09740622,0.0000118,Fallow land,Lc,23.34328045,40.10210505
54.2,557.5,640,728,739.5,970,1641,1801.5,2011,2017.5,2061.5,1441,907,1335,8.088553,113.49476,1.768238434,23.11592,275.3117,280.60632,286.1075,-0.43998477,0.000356,Forestry,Be,23.86650339,41.82312437
25.5,526,533,646,577,758,1275,1443.5,1544,1671.5,1976,1050,674.5,1280,0.77599555,306.69656,0.635926993,23.44132,275.3117,280.60632,286.1075,-0.43998477,0.000356,Forestry,Be,23.91387724,41.81649769
16,375,534,753,874,1225,1767,1945,2150,2252,2305,2435,1546,1115,18.687063,155.41505,0.339537738,12.624226,275.3727,280.85645,287.39703,-0.76464754,0.0000347,Forestry,Be,23.98710562,41.60486468
4.5,680,926,1297,1525,2027,2558,2741,2843,2957,2904,3475,2718,285,1.5564609,53.433826,0.240017456,13.536514,279.0497,285.0761,291.13147,-0.08636488,0.0000383,Agriculture (excluding fallow land and kitchen gardens),Be,24.23017459,42.11952586
25.6,273,289,363,575,828,1037,1245,1409,1589,1977,1923,1215,660,15.046266,111.18093,0.30451448,20.1381,280.35867,286.37082,292.91556,-0.21101141,0.00003,Forestry,Be,24.28459495,42.03850042
58.9,684,781.5,849,742.5,1024.5,1721,1904.5,2128.5,2056,2080,1030.5,647,1421,27.718817,36.77211,-2.584459459,23.432785,275.8503,281.36392,287.5462,-0.7878146,0.000359,Forestry,Be,24.2368804,41.7340623
4,558.5,702.5,1077.5,1257,1712,2583.5,2877,2754,3177,3223.5,3161.5,2213.5,380,6.355716,150.69035,0.313412092,17.610168,280.35867,286.37082,292.91556,-0.21101141,0.00003,Agriculture (excluding fallow land and kitchen gardens),Be,24.36859437,42.08134757
16.4,416,466,611,699,1232,1792,1943,1916,2348,2273,2671,1800,1250,24.419878,69.11284,1.16131085,22.843925,277.87006,283.7685,289.04517,-0.20864093,0.0000609,Forestry,Be,24.37784097,41.91518869
8.6,402.5,485.5,676.5,784.5,1177.5,1515,1656,1750,1861.5,1927,1969.5,1324.5,861,24.38277,180,0.364474235,23.108307,276.40472,281.53918,287.2568,-0.84816194,0.000381,Forestry,Be,24.38711258,41.7490031
10.8,318.5,406,584.5,790,1250,1821.5,2072,2252,2467.5,2460.5,2341.5,1455.5,1042,25.532078,1.3041584,0.393732749,22.764889,277.87006,283.7685,289.04517,-0.20864093,0.0000609,Forestry,Be,24.46836724,41.88372806
13.4,598.5,762.5,1048.5,1256,1425.5,2154.5,2417,2770.5,2709.5,2806.5,2756,1765.5,1439,9.736825,153.66347,0.275908961,24.164932,278.7474,284.29913,290.1084,-0.019021083,0.0000466,Forestry,Be,24.57167344,41.90526404
22.3,392.5,448,660.5,733,1203.5,1722.5,1915,2120.5,2221,2222,2593.5,1552,934,12.165282,149.71802,0.498088599,22.775202,278.7474,284.29913,290.1084,-0.019021083,0.0000466,Agriculture (excluding fallow land and kitchen gardens),Be,24.63841967,41.87712399
16.7,334,707,1010,1311,1761,2239,2536,2919,2902,2418,3023,1790,1421,14.682011,277.09796,0.348297214,24.311451,276.61597,281.57022,286.61197,-0.7687617,0.000396,Agriculture (excluding fallow land and kitchen gardens),Be,24.63413291,41.6578542
9.9,451,710,782,863,1157,1707,1815,2162,2019,1971,1829,1021,823,16.629953,319.3552,0.629835964,22.10228,278.78653,284.00058,289.1377,-0.7075993,0.000358,Agriculture (excluding fallow land and kitchen gardens),Be,25.01296145,41.5093807
9.7,374.5,460.5,692,822,1299,1842,2064.5,2157.5,2394,2678.5,3000,1896,454,2.6263063,151.91704,0.437881874,20.878418,278.87152,284.33063,289.6734,-0.84019357,0.0000289,Agriculture (excluding fallow land and kitchen gardens),Be,25.11733179,41.43841624
15.4,396.5,459,648,707,1367,1787,1894.5,1875,2156.5,2367,2568.5,1676.5,764,21.918152,109.99681,0.327688586,17.312458,278.87152,284.33063,289.6734,-0.84019357,0.0000289,Forestry,Be,25.22455226,41.47696852
19.2,68.5,164,302.5,490.5,736.5,1101.5,1244.5,1374,1609.5,1058.5,1601,1102.5,534,10.116069,50.571735,0.204799022,23.512295,278.10742,283.12573,288.5036,-0.36390194,0.00036,Forestry,Lg,24.65330631,45.18892659
20.1,300,547,892,1069,1406,2152,2475,2752,2867,2854,2975,1852,777,13.648223,180,0.313206215,24.366634,276.16486,280.39426,286.01425,-0.25154373,0.000814,Agriculture (excluding fallow land and kitchen gardens),Lg,24.88716244,45.28385318
10.4,516,603,894,1147,1467,2044,2228,2335,2466,2609,2821,2072,305,1.135464,215.24104,0.28372093,14.901619,278.79614,284.15536,289.8787,-0.5764378,0.000375,Agriculture (excluding fallow land and kitchen gardens),Lg,25.41806956,44.9499651
25,351,696,1056,1246,1700,2885,3270,3434,3610,3270,3029,1950,28,0.7555231,52.137283,0.275070531,13.898593,287.20972,290.26465,293.3914,-0.51670957,0.0000815,Agriculture (excluding fallow land and kitchen gardens),Rc,23.1584526,38.97396454
66.7,603.5,1114.5,1391,1310,1611.5,2274,2358.5,2706.5,2470,2603.5,1677.5,1002,306,12.381161,174.57114,1.146807645,14.834104,287.24652,290.3922,293.14853,-0.79336584,0.0000752,Forestry,Rc,23.28483737,38.79162883
61.5,381,562,850,974,1570,2348,2586,2820,2962,2971,2638,1738,1044,7.738222,44.37544,0.360409961,18.985336,274.89862,278.93723,283.96365,0.48769543,0.000893,Agriculture (excluding fallow land and kitchen gardens),Th,25.33917345,47.0500933
92.1,652,736,802,930,1192,1449,1637,1946,1943,2317,1856,1229,925,25.994799,135.54054,0.417884278,19.30224,275.6435,279.95837,284.52383,-0.20346159,0.00067,Forestry,Th,25.25576821,46.58589069
40.7,714,890,1097,1326,1663,2188,2358,2714,2770,3022,2670,1809,1000,2.8514495,251.03435,0.325899924,19.30224,275.6435,279.95837,284.52383,-0.20346159,0.00067,Agriculture (excluding fallow land and kitchen gardens),Th,25.28140347,46.58220458
20.8,476,536,866,1044,1640,2419,2593,2765,2843,3033,3359,1978,785,2.2283816,65.41723,0.363624825,20.45863,275.6435,279.95837,284.52383,-0.20346159,0.00067,Agriculture (excluding fallow land and kitchen gardens),Th,25.44073188,46.6690732
44.7,308,545,925,1118,2061,2900,3069,2847,3458,3930,3447,2226,772,2.2934182,36.060444,0.213613827,19.47934,275.09372,279.60297,284.90515,-0.022301577,0.000556,Semi-natural and natural areas not in use,Th,25.56376808,46.63279946
87.6,297,724,1126,1473,1646,2266,2371,2840,2741,2614,3050,2055,1003,3.8163724,211.85953,0.296748992,19.561646,276.02737,280.8508,286.0522,-0.049068194,0.000351,Forestry,Th,25.52144536,46.40077238
165.4,1137,1360,1507,1108,1628,2733,3158,3306,3269,3060,775,378,1402,7.498277,349.70328,1.394395079,22.001883,275.09372,279.60297,284.90515,-0.022301577,0.000556,Forestry,Th,25.55794703,46.52369685
69.9,704,909.5,1166,1367,1917.5,2775.5,3034.5,3275,3363.5,3031,3011,1902,925,3.2427514,180,0.385746606,19.561646,276.02737,280.8508,286.0522,-0.049068194,0.000351,Agriculture (excluding fallow land and kitchen gardens),Th,25.56208771,46.35815034
31.1,303,607,855,1069,1585,2495,2907,2985,3303,2984,2802,1594,1021,13.430795,227.32217,0.402739522,20.119228,277.25992,281.92484,287.39716,-0.29385298,0.000339,Agriculture (excluding fallow land and kitchen gardens),Th,25.68889466,46.24774943
15.9,452.5,561,780,936,1379,2188.5,2449.5,2510.5,2825,2836,3186,1873,704,3.3588092,90,0.782923756,17.564735,276.02737,280.8508,286.0522,-0.049068194,0.000351,Agriculture (excluding fallow land and kitchen gardens),Th,25.73615368,46.40572192
53.1,1412,2192.5,2229.5,2456.5,2657.5,3433.5,3577,4071,3758,3192,1128,646.5,1039,12.976134,45.37173,0.664548218,20.245014,275.59634,280.45923,285.37015,0.14661698,0.000435,Forestry,Th,25.75555618,46.29282505
354.7,398,575,932,1195,1670,2426,2694,2990,3098,2925,3461,2257,663,1.1453277,144.06625,0.34378328,17.564735,275.59634,280.45923,285.37015,0.14661698,0.000435,Agriculture (excluding fallow land and kitchen gardens),Th,25.78191198,46.38057031
19,452,613,931,1013,1661,2433,2758,2964,3225,3474,3353,2095,711,4.885565,55.378788,0.639280999,17.564735,275.59634,280.45923,285.37015,0.14661698,0.000435,Agriculture (excluding fallow land and kitchen gardens),Th,25.82233891,46.33785411
20.5,372.5,729.5,826,928.5,1268,2246.5,2612,2171,2643,3616.5,2267,1508.5,305,0.65333915,270,0.42152736,15.005335,279.38074,284.84616,290.75754,-0.4487899,0.000182,Forestry,We,24.54532774,44.78331458
15.4,84,169,264.5,384.5,509.5,623,738.5,802.5,915,1040,1325,932.5,307,3.0708914,154.85187,0.354402631,15.005335,279.38074,284.84616,290.75754,-0.4487899,0.000182,Forestry,We,24.56552973,44.7621757
15.5,87,278,395,622,969,1280,1513,1613,1821,1797,2132,1362,423,3.4048998,105.787964,0.249717514,16.426506,278.10742,283.12573,288.5036,-0.36390194,0.00036,Semi-natural and natural areas not in use,We,24.68568617,45.01967504
17.1,313,351.5,470.5,610,951,1250,1444,1492.5,1616.5,1725.5,2183.5,1478,326,0.46373534,0,0.593958013,15.66176,279.13638,284.51477,290.3556,-0.5203538,0.0000391,Agriculture (excluding fallow land and kitchen gardens),We,24.79850516,44.76569274
12.4,623.5,767.5,1006.5,1128,1645.5,2688,2889.5,2881.5,3112.5,2817.5,2635,1815.5,309,0.6532575,90,0.464557469,15.66176,279.13638,284.51477,290.3556,-0.5203538,0.0000391,Agriculture (excluding fallow land and kitchen gardens),We,24.85292147,44.7761946
8.6,630,739,921,1212,1519,2201,2345,2701,2725,2628,2892,2073,306,0.65542376,270,0.322191869,17.004211,279.13638,284.51477,290.3556,-0.5203538,0.0000391,Agriculture (excluding fallow land and kitchen gardens),We,24.93029469,44.9664491
19.3,556,650.5,919,989.5,1523,2380.5,2676.5,2798.5,3049.5,3030,3039.5,1871,267,1.5366158,334.84656,0.450721154,16.306505,279.13638,284.51477,290.3556,-0.5203538,0.0000391,Agriculture (excluding fallow land and kitchen gardens),We,24.98187335,44.77589496
9,679,1053,1364,1822,1965,2398,2526,2641,2860,3058,3193,2362,233,1.9081903,136.78734,0.208647021,13.2538,278.97223,284.4725,290.08902,-0.55683595,0.000206,Agriculture (excluding fallow land and kitchen gardens),We,25.0908269,44.79667361
10.9,100,161,282,401,645,865,883,1101,1185,1537,1596,1006,219,2.6511893,79.93327,0.266696055,17.116238,278.79614,284.15536,289.8787,-0.5764378,0.000375,Agriculture (excluding fallow land and kitchen gardens),We,25.36385806,44.75643494
12,475,566.5,831,1060,1499.5,2022.5,2267,2445.5,2584,2639.5,3215.5,1935,241,2.3174627,180,0.363141708,15.039327,278.79614,284.15536,289.8787,-0.5764378,0.000375,Agriculture (excluding fallow land and kitchen gardens),We,25.48282891,44.81198742
14.7,583,821,1042.5,1438,1815,2213,2417,2333.5,2736,2700.5,3328.5,2511.5,193,2.5360212,248.5624,0.134229568,7.967966,282.72293,288.95065,294.8228,-0.5659954,0.0000196,Agriculture (excluding fallow land and kitchen gardens),Lc,23.08479889,38.25126439
35.3,614,806.5,1153,1410,1870,2594,2849,3042.5,3140.5,2921.5,2844,1906.5,141,8.990296,202.94795,0.256829325,5.850805,286.1994,289.88058,294.16806,-0.7726175,0.0000274,Agriculture (excluding fallow land and kitchen gardens),Lc,23.21033968,38.06890207
21,314.5,473.5,829,879.5,1456,2120,2350.5,2417.5,2627.5,2485,2328.5,1607,220,1.9943833,62.298603,0.544898998,4.1488767,284.61276,289.84055,294.84454,-0.8708838,0.0000228,Semi-natural and natural areas not in use,Lc,23.27401343,38.04166749
22.2,678,930,1398,2019,2518,2912,3056,3152,3331,3005,3757,2782,246,3.7047918,180,0.152004131,5.850805,284.61276,289.84055,294.84454,-0.8708838,0.0000228,Agriculture (excluding fallow land and kitchen gardens),Lc,23.30346201,38.07420612
24.1,498,664,960,1314.5,1850.5,2420,2709,2838,3014.5,3200.5,2619.5,1904,33,1.0983564,147.60042,0.255417198,3.070971,284.61276,289.84055,294.84454,-0.8708838,0.0000228,Agriculture (excluding fallow land and kitchen gardens),Lc,23.36001859,38.01123536
17.1,633,824,1150,1678,2035,2452,2631,2712,2840,2858,3517,2569,375,3.019457,202.97708,0.153088158,7.311455,284.61276,289.84055,294.84454,-0.8708838,0.0000228,Agriculture (excluding fallow land and kitchen gardens),Lc,23.39199518,38.17175292
29.5,796.5,1089.5,1343.5,1706,1939.5,2324.5,2483,2694,2714,2773,3471.5,2602,16,6.9220595,302.23224,0.153415454,3.070971,288.20538,290.6542,293.99445,-1.0253826,0.00000986,Semi-natural and natural areas not in use,Lc,23.4012194,37.98707226
54.3,573,799.5,1089,1163,1699,2538.5,2763.5,2912,3075,2797,3267.5,2328,302,20.25511,236.74712,0.529963745,4.179161,284.61276,289.84055,294.84454,-0.8708838,0.0000228,Semi-natural and natural areas not in use,Lc,23.44853853,38.10873711
7.2,484,495,652,793,1389,1904,2137,2330,2467,2625,2848,1763,798,8.84839,159.36932,0.389485802,10.988999,278.87247,284.2678,290.28506,-0.550491,0.0000353,Semi-natural and natural areas not in use,Lc,24.06326638,42.45431074
11.8,464,589,817,1091,1512,2063,2352,2456,2676,2869,3635,2336,626,9.27281,212.56764,0.292385648,18.372261,278.2533,283.57184,289.18152,-0.36041522,0.000357,Agriculture (excluding fallow land and kitchen gardens),Lc,24.33239804,42.54428539
11.8,132.5,307.5,563,853.5,1389.5,1836,2073,2258,2441,2651,2897.5,1854.5,425,4.489585,101.89766,0.174726221,18.372261,279.74503,285.32657,291.6156,-0.6654213,0.0000327,Forestry,Lc,24.46736003,42.48826674
5.7,529,687,940,1167,1647,2147,2371,2556,2788,2816,3824,2700,285,0.92740995,0,0.245694022,13.452159,278.87656,284.3648,290.11542,-0.48516652,0.0000638,Agriculture (excluding fallow land and kitchen gardens),Lc,24.82415753,42.52766763
17.8,795,961,1366,1604,2039,2439,2675,2736,2866,2914,2940,2117,514,0.7827048,306.33136,0.241755793,22.76001,279.56082,284.9393,290.8468,-0.57560945,0.0000316,Agriculture (excluding fallow land and kitchen gardens),Lc,25.18036219,42.65763042
18.5,112.5,238,392.5,735.5,962.5,1195,1466,1861.5,1902,1752,2361.5,1484.5,458,5.686283,167.277,0.203942896,17.36859,280.84583,286.1347,292.13144,-0.7366692,0.0000249,Forestry,Lc,25.26899955,42.42408623
8.8,850,860,1211,1522,2063,2710,2929,3085,3171,3328,3280,2178,442,4.1948085,131.46236,0.356956748,16.630638,279.9857,284.93387,290.86493,-0.6114866,0.0000288,Agriculture (excluding fallow land and kitchen gardens),Lc,25.31021857,42.58285651
5.4,426.5,545,755.5,1089,1459.5,1586,1711.5,1835,2001,2629.5,2175,1386,410,0.78192186,53.626446,0.305205343,20.550922,279.9857,284.93387,290.86493,-0.6114866,0.0000288,Agriculture (excluding fallow land and kitchen gardens),Lc,25.32953204,42.5615595
5.3,862,1049,1495,1679,2446,3202,3434,3650,3801,3937,3784,2832,335,1.2595813,270,0.310582409,21.106268,280.13565,285.1343,290.78058,-0.7343996,0.0000278,Agriculture (excluding fallow land and kitchen gardens),Lc,25.51076836,42.58867842
